ADM4_EN;ADM4_PCODE;ADM4_REF;ADM4ALT1_EN;ADM4ALT2_EN;ADM3_EN;ADM3_PCODE;ADM2_EN;ADM2_PCODE;ADM1_EN;ADM1_PCODE;ADM0_EN;ADM0_PCODE;DATE;VALIDON;VALIDTO;ADM1_ID;ADM2_ID;ADM3_ID;AREA_SQKM
25;ZA5252025;;;;Newcastle;ZA5252;Amajuba;ZA525;KwaZulu-Natal;ZA5;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;KZN;DC25;KZN252;5,71048113
13;ZA5271013;;;;Umhlabuyalingana;ZA5271;Umkhanyakude;ZA527;KwaZulu-Natal;ZA5;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;KZN;DC27;KZN271;146,4805562
14;ZA5271014;;;;Umhlabuyalingana;ZA5271;Umkhanyakude;ZA527;KwaZulu-Natal;ZA5;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;KZN;DC27;KZN271;186,888335
15;ZA5271015;;;;Umhlabuyalingana;ZA5271;Umkhanyakude;ZA527;KwaZulu-Natal;ZA5;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;KZN;DC27;KZN271;395,4465565
16;ZA5271016;;;;Umhlabuyalingana;ZA5271;Umkhanyakude;ZA527;KwaZulu-Natal;ZA5;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;KZN;DC27;KZN271;450,9140648
2;ZA5276002;;;;Big Five Hlabisa;ZA5276;Umkhanyakude;ZA527;KwaZulu-Natal;ZA5;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;KZN;DC27;KZN276;146,253279
23;ZA6394023;;;;Greater Taung;ZA6394;Dr Ruth Segomotsi Mompati;ZA639;North West;ZA6;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;NW;DC39;NW394;117,0267686
24;ZA6394024;;;;Greater Taung;ZA6394;Dr Ruth Segomotsi Mompati;ZA639;North West;ZA6;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;NW;DC39;NW394;80,55467761
1;ZA6396001;;;;Lekwa-Teemane;ZA6396;Dr Ruth Segomotsi Mompati;ZA639;North West;ZA6;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;NW;DC39;NW396;8,29768043
2;ZA6396002;;;;Lekwa-Teemane;ZA6396;Dr Ruth Segomotsi Mompati;ZA639;North West;ZA6;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;NW;DC39;NW396;2,278252683
3;ZA6396003;;;;Lekwa-Teemane;ZA6396;Dr Ruth Segomotsi Mompati;ZA639;North West;ZA6;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;NW;DC39;NW396;6,458675914
4;ZA6396004;;;;Lekwa-Teemane;ZA6396;Dr Ruth Segomotsi Mompati;ZA639;North West;ZA6;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;NW;DC39;NW396;1211,384857
5;ZA6396005;;;;Lekwa-Teemane;ZA6396;Dr Ruth Segomotsi Mompati;ZA639;North West;ZA6;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;NW;DC39;NW396;1,0828227
6;ZA6396006;;;;Lekwa-Teemane;ZA6396;Dr Ruth Segomotsi Mompati;ZA639;North West;ZA6;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;NW;DC39;NW396;1898,002875
7;ZA6396007;;;;Lekwa-Teemane;ZA6396;Dr Ruth Segomotsi Mompati;ZA639;North West;ZA6;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;NW;DC39;NW396;9,740628327
8;ZA6396008;;;;Lekwa-Teemane;ZA6396;Dr Ruth Segomotsi Mompati;ZA639;North West;ZA6;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;NW;DC39;NW396;516,3878051
1;ZA6404001;;;;Maquassi Hills;ZA6404;Dr Kenneth Kaunda;ZA640;North West;ZA6;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;NW;DC40;NW404;1,046841063
2;ZA6404002;;;;Maquassi Hills;ZA6404;Dr Kenneth Kaunda;ZA640;North West;ZA6;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;NW;DC40;NW404;0,956489215
3;ZA6404003;;;;Maquassi Hills;ZA6404;Dr Kenneth Kaunda;ZA640;North West;ZA6;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;NW;DC40;NW404;0,864746107
5;ZA6404005;;;;Maquassi Hills;ZA6404;Dr Kenneth Kaunda;ZA640;North West;ZA6;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;NW;DC40;NW404;642,5622927
1;ZA1910001;;;;City of Cape Town;ZA1910;City of Cape Town;ZA191;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;CPT;CPT;27,21341088
2;ZA1910002;;;;City of Cape Town;ZA1910;City of Cape Town;ZA191;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;CPT;CPT;9,222463651
8;ZA1910008;;;;City of Cape Town;ZA1910;City of Cape Town;ZA191;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;CPT;CPT;16,51688422
9;ZA1910009;;;;City of Cape Town;ZA1910;City of Cape Town;ZA191;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;CPT;CPT;11,12909918
10;ZA1910010;;;;City of Cape Town;ZA1910;City of Cape Town;ZA191;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;CPT;CPT;11,05981216
14;ZA1910014;;;;City of Cape Town;ZA1910;City of Cape Town;ZA191;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;CPT;CPT;33,78492418
15;ZA1910015;;;;City of Cape Town;ZA1910;City of Cape Town;ZA191;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;CPT;CPT;21,69317675
16;ZA1910016;;;;City of Cape Town;ZA1910;City of Cape Town;ZA191;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;CPT;CPT;15,87923138
17;ZA1910017;;;;City of Cape Town;ZA1910;City of Cape Town;ZA191;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;CPT;CPT;8,074936324
18;ZA1910018;;;;City of Cape Town;ZA1910;City of Cape Town;ZA191;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;CPT;CPT;1,96182321
19;ZA1910019;;;;City of Cape Town;ZA1910;City of Cape Town;ZA191;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;CPT;CPT;8,228548733
20;ZA1910020;;;;City of Cape Town;ZA1910;City of Cape Town;ZA191;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;CPT;CPT;3,154349201
21;ZA1910021;;;;City of Cape Town;ZA1910;City of Cape Town;ZA191;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;CPT;CPT;11,06005644
22;ZA1910022;;;;City of Cape Town;ZA1910;City of Cape Town;ZA191;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;CPT;CPT;7,826470472
28;ZA1910028;;;;City of Cape Town;ZA1910;City of Cape Town;ZA191;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;CPT;CPT;3,19466475
29;ZA1910029;;;;City of Cape Town;ZA1910;City of Cape Town;ZA191;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;CPT;CPT;171,5928209
30;ZA1910030;;;;City of Cape Town;ZA1910;City of Cape Town;ZA191;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;CPT;CPT;9,345846757
31;ZA1910031;;;;City of Cape Town;ZA1910;City of Cape Town;ZA191;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;CPT;CPT;5,841807059
32;ZA1910032;;;;City of Cape Town;ZA1910;City of Cape Town;ZA191;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;CPT;CPT;199,6396167
33;ZA1910033;;;;City of Cape Town;ZA1910;City of Cape Town;ZA191;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;CPT;CPT;1,831619568
34;ZA1910034;;;;City of Cape Town;ZA1910;City of Cape Town;ZA191;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;CPT;CPT;1,624950068
35;ZA1910035;;;;City of Cape Town;ZA1910;City of Cape Town;ZA191;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;CPT;CPT;4,960283729
36;ZA1910036;;;;City of Cape Town;ZA1910;City of Cape Town;ZA191;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;CPT;CPT;2,191088862
37;ZA1910037;;;;City of Cape Town;ZA1910;City of Cape Town;ZA191;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;CPT;CPT;1,425728369
38;ZA1910038;;;;City of Cape Town;ZA1910;City of Cape Town;ZA191;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;CPT;CPT;1,927638311
39;ZA1910039;;;;City of Cape Town;ZA1910;City of Cape Town;ZA191;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;CPT;CPT;1,34470878
40;ZA1910040;;;;City of Cape Town;ZA1910;City of Cape Town;ZA191;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;CPT;CPT;1,832240263
41;ZA1910041;;;;City of Cape Town;ZA1910;City of Cape Town;ZA191;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;CPT;CPT;2,00441717
42;ZA1910042;;;;City of Cape Town;ZA1910;City of Cape Town;ZA191;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;CPT;CPT;1,518699603
43;ZA1910043;;;;City of Cape Town;ZA1910;City of Cape Town;ZA191;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;CPT;CPT;46,07501585
44;ZA1910044;;;;City of Cape Town;ZA1910;City of Cape Town;ZA191;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;CPT;CPT;4,762643748
45;ZA1910045;;;;City of Cape Town;ZA1910;City of Cape Town;ZA191;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;CPT;CPT;1,876215808
46;ZA1910046;;;;City of Cape Town;ZA1910;City of Cape Town;ZA191;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;CPT;CPT;6,669142047
47;ZA1910047;;;;City of Cape Town;ZA1910;City of Cape Town;ZA191;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;CPT;CPT;2,113166478
48;ZA1910048;;;;City of Cape Town;ZA1910;City of Cape Town;ZA191;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;CPT;CPT;4,632654667
49;ZA1910049;;;;City of Cape Town;ZA1910;City of Cape Town;ZA191;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;CPT;CPT;6,074869852
50;ZA1910050;;;;City of Cape Town;ZA1910;City of Cape Town;ZA191;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;CPT;CPT;2,468724842
51;ZA1910051;;;;City of Cape Town;ZA1910;City of Cape Town;ZA191;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;CPT;CPT;1,812714354
52;ZA1910052;;;;City of Cape Town;ZA1910;City of Cape Town;ZA191;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;CPT;CPT;0,988803599
53;ZA1910053;;;;City of Cape Town;ZA1910;City of Cape Town;ZA191;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;CPT;CPT;14,71986302
55;ZA1910055;;;;City of Cape Town;ZA1910;City of Cape Town;ZA191;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;CPT;CPT;12,94647506
56;ZA1910056;;;;City of Cape Town;ZA1910;City of Cape Town;ZA191;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;CPT;CPT;11,94934953
57;ZA1910057;;;;City of Cape Town;ZA1910;City of Cape Town;ZA191;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;CPT;CPT;11,3245219
58;ZA1910058;;;;City of Cape Town;ZA1910;City of Cape Town;ZA191;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;CPT;CPT;9,567667748
27;ZA1023027;;;;Drakenstein;ZA1023;Cape Winelands;ZA102;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;DC2;WC023;0,551693548
28;ZA1023028;;;;Drakenstein;ZA1023;Cape Winelands;ZA102;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;DC2;WC023;203,1458878
29;ZA1023029;;;;Drakenstein;ZA1023;Cape Winelands;ZA102;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;DC2;WC023;38,22408853
30;ZA1023030;;;;Drakenstein;ZA1023;Cape Winelands;ZA102;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;DC2;WC023;74,33090577
31;ZA1023031;;;;Drakenstein;ZA1023;Cape Winelands;ZA102;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;DC2;WC023;498,0885074
32;ZA1023032;;;;Drakenstein;ZA1023;Cape Winelands;ZA102;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;DC2;WC023;0,386810081
12;ZA1024012;;;;Stellenbosch;ZA1024;Cape Winelands;ZA102;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;DC2;WC024;2,703986634
13;ZA1024013;;;;Stellenbosch;ZA1024;Cape Winelands;ZA102;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;DC2;WC024;0,394872166
14;ZA1024014;;;;Stellenbosch;ZA1024;Cape Winelands;ZA102;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;DC2;WC024;0,154663606
15;ZA1024015;;;;Stellenbosch;ZA1024;Cape Winelands;ZA102;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;DC2;WC024;0,265277542
16;ZA1024016;;;;Stellenbosch;ZA1024;Cape Winelands;ZA102;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;DC2;WC024;0,763670802
17;ZA1024017;;;;Stellenbosch;ZA1024;Cape Winelands;ZA102;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;DC2;WC024;1,557275366
4;ZA1034004;;;;Swellendam;ZA1034;Overberg;ZA103;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;DC3;WC034;7,890975017
5;ZA1034005;;;;Swellendam;ZA1034;Overberg;ZA103;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;DC3;WC034;7,732981986
6;ZA1034006;;;;Swellendam;ZA1034;Overberg;ZA103;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;DC3;WC034;1,168688681
1;ZA1041001;;;;Kannaland;ZA1041;Eden;ZA104;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;DC4;WC041;3,252371881
3;ZA9473003;;;;Makhuduthamaga;ZA9473;Sekhukhune;ZA947;Limpopo;ZA9;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;LIM;DC47;LIM473;22,73106554
79;ZA7980079;;;;City of Johannesburg;ZA7980;City of Johannesburg;ZA798;Gauteng;ZA7;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;GT;JHB;JHB;1,775599255
80;ZA7980080;;;;City of Johannesburg;ZA7980;City of Johannesburg;ZA798;Gauteng;ZA7;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;GT;JHB;JHB;2,400013953
81;ZA7980081;;;;City of Johannesburg;ZA7980;City of Johannesburg;ZA798;Gauteng;ZA7;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;GT;JHB;JHB;12,6134276
82;ZA7980082;;;;City of Johannesburg;ZA7980;City of Johannesburg;ZA798;Gauteng;ZA7;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;GT;JHB;JHB;6,306835384
83;ZA7980083;;;;City of Johannesburg;ZA7980;City of Johannesburg;ZA798;Gauteng;ZA7;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;GT;JHB;JHB;12,01732438
114;ZA7980114;;;;City of Johannesburg;ZA7980;City of Johannesburg;ZA798;Gauteng;ZA7;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;GT;JHB;JHB;9,101861725
115;ZA7980115;;;;City of Johannesburg;ZA7980;City of Johannesburg;ZA798;Gauteng;ZA7;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;GT;JHB;JHB;13,15419061
116;ZA7980116;;;;City of Johannesburg;ZA7980;City of Johannesburg;ZA798;Gauteng;ZA7;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;GT;JHB;JHB;0,548151349
117;ZA7980117;;;;City of Johannesburg;ZA7980;City of Johannesburg;ZA798;Gauteng;ZA7;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;GT;JHB;JHB;11,89678309
61;ZA1910061;;;;City of Cape Town;ZA1910;City of Cape Town;ZA191;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;CPT;CPT;166,1772479
62;ZA1910062;;;;City of Cape Town;ZA1910;City of Cape Town;ZA191;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;CPT;CPT;36,16957142
63;ZA1910063;;;;City of Cape Town;ZA1910;City of Cape Town;ZA191;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;CPT;CPT;10,69303942
64;ZA1910064;;;;City of Cape Town;ZA1910;City of Cape Town;ZA191;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;CPT;CPT;23,26272044
65;ZA1910065;;;;City of Cape Town;ZA1910;City of Cape Town;ZA191;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;CPT;CPT;4,183046176
105;ZA1910105;;;;City of Cape Town;ZA1910;City of Cape Town;ZA191;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;CPT;CPT;468,874298
106;ZA1910106;;;;City of Cape Town;ZA1910;City of Cape Town;ZA191;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;CPT;CPT;3,283360927
107;ZA1910107;;;;City of Cape Town;ZA1910;City of Cape Town;ZA191;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;CPT;CPT;9,882985464
108;ZA1910108;;;;City of Cape Town;ZA1910;City of Cape Town;ZA191;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;CPT;CPT;7,307798129
109;ZA1910109;;;;City of Cape Town;ZA1910;City of Cape Town;ZA191;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;CPT;CPT;37,47458061
110;ZA1910110;;;;City of Cape Town;ZA1910;City of Cape Town;ZA191;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;CPT;CPT;3,058749731
111;ZA1910111;;;;City of Cape Town;ZA1910;City of Cape Town;ZA191;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;CPT;CPT;5,885090004
112;ZA1910112;;;;City of Cape Town;ZA1910;City of Cape Town;ZA191;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;CPT;CPT;11,81871076
113;ZA1910113;;;;City of Cape Town;ZA1910;City of Cape Town;ZA191;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;CPT;CPT;16,76941068
114;ZA1910114;;;;City of Cape Town;ZA1910;City of Cape Town;ZA191;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;CPT;CPT;7,991660199
115;ZA1910115;;;;City of Cape Town;ZA1910;City of Cape Town;ZA191;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;CPT;CPT;15,58913796
116;ZA1910116;;;;City of Cape Town;ZA1910;City of Cape Town;ZA191;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;CPT;CPT;9,281128631
1;ZA1011001;;;;Matzikama;ZA1011;West Coast;ZA101;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;DC1;WC011;201,6594585
2;ZA1011002;;;;Matzikama;ZA1011;West Coast;ZA101;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;DC1;WC011;466,1456194
3;ZA1011003;;;;Matzikama;ZA1011;West Coast;ZA101;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;DC1;WC011;193,7480555
4;ZA1011004;;;;Matzikama;ZA1011;West Coast;ZA101;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;DC1;WC011;42,04328865
5;ZA1011005;;;;Matzikama;ZA1011;West Coast;ZA101;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;DC1;WC011;542,6168897
6;ZA1011006;;;;Matzikama;ZA1011;West Coast;ZA101;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;DC1;WC011;276,3635905
7;ZA1011007;;;;Matzikama;ZA1011;West Coast;ZA101;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;DC1;WC011;2976,066163
8;ZA1011008;;;;Matzikama;ZA1011;West Coast;ZA101;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;DC1;WC011;8282,807096
2;ZA1012002;;;;Cederberg;ZA1012;West Coast;ZA101;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;DC1;WC012;41,21896014
3;ZA1012003;;;;Cederberg;ZA1012;West Coast;ZA101;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;DC1;WC012;264,6117169
4;ZA1012004;;;;Cederberg;ZA1012;West Coast;ZA101;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;DC1;WC012;1649,767354
5;ZA1012005;;;;Cederberg;ZA1012;West Coast;ZA101;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;DC1;WC012;1112,303968
6;ZA1012006;;;;Cederberg;ZA1012;West Coast;ZA101;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;DC1;WC012;3169,771009
1;ZA1013001;;;;Bergrivier;ZA1013;West Coast;ZA101;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;DC1;WC013;802,7698157
2;ZA1013002;;;;Bergrivier;ZA1013;West Coast;ZA101;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;DC1;WC013;320,6947325
4;ZA1013004;;;;Bergrivier;ZA1013;West Coast;ZA101;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;DC1;WC013;6,683625215
5;ZA1013005;;;;Bergrivier;ZA1013;West Coast;ZA101;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;DC1;WC013;1098,408737
6;ZA1013006;;;;Bergrivier;ZA1013;West Coast;ZA101;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;DC1;WC013;1428,385006
7;ZA1013007;;;;Bergrivier;ZA1013;West Coast;ZA101;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;DC1;WC013;171,1258298
1;ZA1014001;;;;Saldanha Bay;ZA1014;West Coast;ZA101;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;DC1;WC014;8,666956442
2;ZA1014002;;;;Saldanha Bay;ZA1014;West Coast;ZA101;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;DC1;WC014;15,65355616
3;ZA1014003;;;;Saldanha Bay;ZA1014;West Coast;ZA101;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;DC1;WC014;16,47881133
9;ZA1014009;;;;Saldanha Bay;ZA1014;West Coast;ZA101;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;DC1;WC014;2,447961308
10;ZA1014010;;;;Saldanha Bay;ZA1014;West Coast;ZA101;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;DC1;WC014;7,528969063
11;ZA1014011;;;;Saldanha Bay;ZA1014;West Coast;ZA101;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;DC1;WC014;264,0742225
12;ZA1014012;;;;Saldanha Bay;ZA1014;West Coast;ZA101;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;DC1;WC014;47,30863365
