ADM4_EN;ADM4_PCODE;ADM4_REF;ADM4ALT1_EN;ADM4ALT2_EN;ADM3_EN;ADM3_PCODE;ADM2_EN;ADM2_PCODE;ADM1_EN;ADM1_PCODE;ADM0_EN;ADM0_PCODE;DATE;VALIDON;VALIDTO;ADM1_ID;ADM2_ID;ADM3_ID;AREA_SQKM
2;ZA2105002;;;;Ndlambe;ZA2105;Cacadu;ZA210;Eastern Cape;ZA2;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;EC;DC10;EC105;182,8150459
3;ZA2105003;;;;Ndlambe;ZA2105;Cacadu;ZA210;Eastern Cape;ZA2;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;EC;DC10;EC105;95,55920803
4;ZA2105004;;;;Ndlambe;ZA2105;Cacadu;ZA210;Eastern Cape;ZA2;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;EC;DC10;EC105;155,5192482
5;ZA2105005;;;;Ndlambe;ZA2105;Cacadu;ZA210;Eastern Cape;ZA2;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;EC;DC10;EC105;77,24250824
7;ZA2105007;;;;Ndlambe;ZA2105;Cacadu;ZA210;Eastern Cape;ZA2;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;EC;DC10;EC105;0,959216813
8;ZA2105008;;;;Ndlambe;ZA2105;Cacadu;ZA210;Eastern Cape;ZA2;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;EC;DC10;EC105;1,241225823
9;ZA2105009;;;;Ndlambe;ZA2105;Cacadu;ZA210;Eastern Cape;ZA2;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;EC;DC10;EC105;3,38692658
10;ZA2105010;;;;Ndlambe;ZA2105;Cacadu;ZA210;Eastern Cape;ZA2;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;EC;DC10;EC105;9,643918605
1;ZA2106001;;;;Sundays River Valley;ZA2106;Cacadu;ZA210;Eastern Cape;ZA2;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;EC;DC10;EC106;2,090294692
3;ZA2106003;;;;Sundays River Valley;ZA2106;Cacadu;ZA210;Eastern Cape;ZA2;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;EC;DC10;EC106;921,2221634
4;ZA2106004;;;;Sundays River Valley;ZA2106;Cacadu;ZA210;Eastern Cape;ZA2;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;EC;DC10;EC106;682,4965035
5;ZA2106005;;;;Sundays River Valley;ZA2106;Cacadu;ZA210;Eastern Cape;ZA2;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;EC;DC10;EC106;0,885204411
6;ZA2106006;;;;Sundays River Valley;ZA2106;Cacadu;ZA210;Eastern Cape;ZA2;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;EC;DC10;EC106;103,0984137
7;ZA2106007;;;;Sundays River Valley;ZA2106;Cacadu;ZA210;Eastern Cape;ZA2;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;EC;DC10;EC106;3020,152873
7;ZA2108007;;;;Kouga;ZA2108;Cacadu;ZA210;Eastern Cape;ZA2;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;EC;DC10;EC108;629,1180744
8;ZA2108008;;;;Kouga;ZA2108;Cacadu;ZA210;Eastern Cape;ZA2;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;EC;DC10;EC108;8,020798035
9;ZA2108009;;;;Kouga;ZA2108;Cacadu;ZA210;Eastern Cape;ZA2;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;EC;DC10;EC108;318,7768873
10;ZA2108010;;;;Kouga;ZA2108;Cacadu;ZA210;Eastern Cape;ZA2;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;EC;DC10;EC108;474,854439
11;ZA2108011;;;;Kouga;ZA2108;Cacadu;ZA210;Eastern Cape;ZA2;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;EC;DC10;EC108;3,603111223
12;ZA2108012;;;;Kouga;ZA2108;Cacadu;ZA210;Eastern Cape;ZA2;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;EC;DC10;EC108;210,7893055
13;ZA2108013;;;;Kouga;ZA2108;Cacadu;ZA210;Eastern Cape;ZA2;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;EC;DC10;EC108;118,4256586
14;ZA2108014;;;;Kouga;ZA2108;Cacadu;ZA210;Eastern Cape;ZA2;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;EC;DC10;EC108;41,53470336
15;ZA2108015;;;;Kouga;ZA2108;Cacadu;ZA210;Eastern Cape;ZA2;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;EC;DC10;EC108;52,87429712
1;ZA2109001;;;;Kou-Kamma;ZA2109;Cacadu;ZA210;Eastern Cape;ZA2;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;EC;DC10;EC109;301,5552829
2;ZA2109002;;;;Kou-Kamma;ZA2109;Cacadu;ZA210;Eastern Cape;ZA2;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;EC;DC10;EC109;938,719892
3;ZA2109003;;;;Kou-Kamma;ZA2109;Cacadu;ZA210;Eastern Cape;ZA2;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;EC;DC10;EC109;220,730879
4;ZA2109004;;;;Kou-Kamma;ZA2109;Cacadu;ZA210;Eastern Cape;ZA2;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;EC;DC10;EC109;1307,090159
5;ZA2109005;;;;Kou-Kamma;ZA2109;Cacadu;ZA210;Eastern Cape;ZA2;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;EC;DC10;EC109;497,1900841
6;ZA2109006;;;;Kou-Kamma;ZA2109;Cacadu;ZA210;Eastern Cape;ZA2;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;EC;DC10;EC109;376,5259834
1;ZA2121001;;;;Mbhashe;ZA2121;Amathole;ZA212;Eastern Cape;ZA2;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;EC;DC12;EC121;15,52632084
2;ZA2121002;;;;Mbhashe;ZA2121;Amathole;ZA212;Eastern Cape;ZA2;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;EC;DC12;EC121;65,17991703
3;ZA2121003;;;;Mbhashe;ZA2121;Amathole;ZA212;Eastern Cape;ZA2;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;EC;DC12;EC121;109,2986094
4;ZA2121004;;;;Mbhashe;ZA2121;Amathole;ZA212;Eastern Cape;ZA2;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;EC;DC12;EC121;102,8052773
5;ZA2121005;;;;Mbhashe;ZA2121;Amathole;ZA212;Eastern Cape;ZA2;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;EC;DC12;EC121;135,239386
6;ZA2121006;;;;Mbhashe;ZA2121;Amathole;ZA212;Eastern Cape;ZA2;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;EC;DC12;EC121;130,6062337
7;ZA2121007;;;;Mbhashe;ZA2121;Amathole;ZA212;Eastern Cape;ZA2;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;EC;DC12;EC121;151,3573258
8;ZA2121008;;;;Mbhashe;ZA2121;Amathole;ZA212;Eastern Cape;ZA2;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;EC;DC12;EC121;142,5176647
9;ZA2121009;;;;Mbhashe;ZA2121;Amathole;ZA212;Eastern Cape;ZA2;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;EC;DC12;EC121;57,93086577
10;ZA2121010;;;;Mbhashe;ZA2121;Amathole;ZA212;Eastern Cape;ZA2;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;EC;DC12;EC121;76,59584153
11;ZA2121011;;;;Mbhashe;ZA2121;Amathole;ZA212;Eastern Cape;ZA2;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;EC;DC12;EC121;192,071615
19;ZA2121019;;;;Mbhashe;ZA2121;Amathole;ZA212;Eastern Cape;ZA2;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;EC;DC12;EC121;62,16636937
20;ZA2121020;;;;Mbhashe;ZA2121;Amathole;ZA212;Eastern Cape;ZA2;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;EC;DC12;EC121;91,21374694
21;ZA2121021;;;;Mbhashe;ZA2121;Amathole;ZA212;Eastern Cape;ZA2;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;EC;DC12;EC121;128,516857
22;ZA2121022;;;;Mbhashe;ZA2121;Amathole;ZA212;Eastern Cape;ZA2;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;EC;DC12;EC121;127,2739231
23;ZA2121023;;;;Mbhashe;ZA2121;Amathole;ZA212;Eastern Cape;ZA2;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;EC;DC12;EC121;145,4513643
24;ZA2121024;;;;Mbhashe;ZA2121;Amathole;ZA212;Eastern Cape;ZA2;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;EC;DC12;EC121;98,38445343
25;ZA2121025;;;;Mbhashe;ZA2121;Amathole;ZA212;Eastern Cape;ZA2;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;EC;DC12;EC121;77,51315441
26;ZA2121026;;;;Mbhashe;ZA2121;Amathole;ZA212;Eastern Cape;ZA2;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;EC;DC12;EC121;68,85953891
27;ZA2121027;;;;Mbhashe;ZA2121;Amathole;ZA212;Eastern Cape;ZA2;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;EC;DC12;EC121;154,598002
28;ZA2121028;;;;Mbhashe;ZA2121;Amathole;ZA212;Eastern Cape;ZA2;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;EC;DC12;EC121;93,9175886
29;ZA2121029;;;;Mbhashe;ZA2121;Amathole;ZA212;Eastern Cape;ZA2;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;EC;DC12;EC121;135,2628508
30;ZA2121030;;;;Mbhashe;ZA2121;Amathole;ZA212;Eastern Cape;ZA2;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;EC;DC12;EC121;63,96833832
31;ZA2121031;;;;Mbhashe;ZA2121;Amathole;ZA212;Eastern Cape;ZA2;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;EC;DC12;EC121;116,7173004
32;ZA2121032;;;;Mbhashe;ZA2121;Amathole;ZA212;Eastern Cape;ZA2;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;EC;DC12;EC121;72,55213089
1;ZA2122001;;;;Mnquma;ZA2122;Amathole;ZA212;Eastern Cape;ZA2;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;EC;DC12;EC122;4,902787353
2;ZA2122002;;;;Mnquma;ZA2122;Amathole;ZA212;Eastern Cape;ZA2;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;EC;DC12;EC122;2,939691724
3;ZA2122003;;;;Mnquma;ZA2122;Amathole;ZA212;Eastern Cape;ZA2;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;EC;DC12;EC122;3,130694038
4;ZA2122004;;;;Mnquma;ZA2122;Amathole;ZA212;Eastern Cape;ZA2;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;EC;DC12;EC122;2,762634349
5;ZA2122005;;;;Mnquma;ZA2122;Amathole;ZA212;Eastern Cape;ZA2;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;EC;DC12;EC122;34,3508035
6;ZA2122006;;;;Mnquma;ZA2122;Amathole;ZA212;Eastern Cape;ZA2;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;EC;DC12;EC122;11,98034755
7;ZA2122007;;;;Mnquma;ZA2122;Amathole;ZA212;Eastern Cape;ZA2;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;EC;DC12;EC122;66,32629458
8;ZA2122008;;;;Mnquma;ZA2122;Amathole;ZA212;Eastern Cape;ZA2;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;EC;DC12;EC122;81,92228549
9;ZA2122009;;;;Mnquma;ZA2122;Amathole;ZA212;Eastern Cape;ZA2;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;EC;DC12;EC122;65,87600517
10;ZA2122010;;;;Mnquma;ZA2122;Amathole;ZA212;Eastern Cape;ZA2;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;EC;DC12;EC122;80,74326413
11;ZA2122011;;;;Mnquma;ZA2122;Amathole;ZA212;Eastern Cape;ZA2;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;EC;DC12;EC122;174,9779359
12;ZA2122012;;;;Mnquma;ZA2122;Amathole;ZA212;Eastern Cape;ZA2;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;EC;DC12;EC122;100,5006639
13;ZA2122013;;;;Mnquma;ZA2122;Amathole;ZA212;Eastern Cape;ZA2;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;EC;DC12;EC122;87,24370863
14;ZA2122014;;;;Mnquma;ZA2122;Amathole;ZA212;Eastern Cape;ZA2;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;EC;DC12;EC122;148,7458451
15;ZA2122015;;;;Mnquma;ZA2122;Amathole;ZA212;Eastern Cape;ZA2;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;EC;DC12;EC122;179,2396051
16;ZA2122016;;;;Mnquma;ZA2122;Amathole;ZA212;Eastern Cape;ZA2;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;EC;DC12;EC122;155,945577
17;ZA2122017;;;;Mnquma;ZA2122;Amathole;ZA212;Eastern Cape;ZA2;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;EC;DC12;EC122;139,7202769
18;ZA2122018;;;;Mnquma;ZA2122;Amathole;ZA212;Eastern Cape;ZA2;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;EC;DC12;EC122;121,2121546
19;ZA2122019;;;;Mnquma;ZA2122;Amathole;ZA212;Eastern Cape;ZA2;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;EC;DC12;EC122;149,7598498
20;ZA2122020;;;;Mnquma;ZA2122;Amathole;ZA212;Eastern Cape;ZA2;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;EC;DC12;EC122;94,04039672
21;ZA2122021;;;;Mnquma;ZA2122;Amathole;ZA212;Eastern Cape;ZA2;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;EC;DC12;EC122;146,6086278
17;ZA9367017;;;;Mogalakwena;ZA9367;Waterberg;ZA936;Limpopo;ZA9;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;LIM;DC36;LIM367;50,4009019
18;ZA9367018;;;;Mogalakwena;ZA9367;Waterberg;ZA936;Limpopo;ZA9;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;LIM;DC36;LIM367;182,1438693
19;ZA9367019;;;;Mogalakwena;ZA9367;Waterberg;ZA936;Limpopo;ZA9;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;LIM;DC36;LIM367;45,65740687
20;ZA9367020;;;;Mogalakwena;ZA9367;Waterberg;ZA936;Limpopo;ZA9;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;LIM;DC36;LIM367;45,7126331
21;ZA9367021;;;;Mogalakwena;ZA9367;Waterberg;ZA936;Limpopo;ZA9;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;LIM;DC36;LIM367;21,29083743
22;ZA9367022;;;;Mogalakwena;ZA9367;Waterberg;ZA936;Limpopo;ZA9;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;LIM;DC36;LIM367;3,311067292
23;ZA9367023;;;;Mogalakwena;ZA9367;Waterberg;ZA936;Limpopo;ZA9;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;LIM;DC36;LIM367;25,48062129
24;ZA9367024;;;;Mogalakwena;ZA9367;Waterberg;ZA936;Limpopo;ZA9;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;LIM;DC36;LIM367;10,80224746
25;ZA9367025;;;;Mogalakwena;ZA9367;Waterberg;ZA936;Limpopo;ZA9;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;LIM;DC36;LIM367;7,642901083
26;ZA9367026;;;;Mogalakwena;ZA9367;Waterberg;ZA936;Limpopo;ZA9;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;LIM;DC36;LIM367;2,875401696
5;ZA8316005;;;;Dr JS Moroka;ZA8316;Nkangala;ZA831;Mpumalanga;ZA8;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;MP;DC31;MP316;6,887470316
6;ZA8316006;;;;Dr JS Moroka;ZA8316;Nkangala;ZA831;Mpumalanga;ZA8;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;MP;DC31;MP316;8,40615183
7;ZA8316007;;;;Dr JS Moroka;ZA8316;Nkangala;ZA831;Mpumalanga;ZA8;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;MP;DC31;MP316;20,97364373
8;ZA8316008;;;;Dr JS Moroka;ZA8316;Nkangala;ZA831;Mpumalanga;ZA8;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;MP;DC31;MP316;23,74739037
9;ZA8316009;;;;Dr JS Moroka;ZA8316;Nkangala;ZA831;Mpumalanga;ZA8;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;MP;DC31;MP316;2,291020086
10;ZA8316010;;;;Dr JS Moroka;ZA8316;Nkangala;ZA831;Mpumalanga;ZA8;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;MP;DC31;MP316;15,78172653
11;ZA8316011;;;;Dr JS Moroka;ZA8316;Nkangala;ZA831;Mpumalanga;ZA8;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;MP;DC31;MP316;19,19312829
70;ZA1910070;;;;City of Cape Town;ZA1910;City of Cape Town;ZA191;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;CPT;CPT;28,41499156
71;ZA1910071;;;;City of Cape Town;ZA1910;City of Cape Town;ZA191;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;CPT;CPT;57,22737661
22;ZA6405022;;;;Ventersdorp/Tlokwe;ZA6405;Dr Kenneth Kaunda;ZA640;North West;ZA6;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;NW;DC40;NW405;0,313378963
23;ZA6405023;;;;Ventersdorp/Tlokwe;ZA6405;Dr Kenneth Kaunda;ZA640;North West;ZA6;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;NW;DC40;NW405;12,45247247
12;ZA8316012;;;;Dr JS Moroka;ZA8316;Nkangala;ZA831;Mpumalanga;ZA8;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;MP;DC31;MP316;43,26933579
13;ZA8316013;;;;Dr JS Moroka;ZA8316;Nkangala;ZA831;Mpumalanga;ZA8;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;MP;DC31;MP316;62,04739242
14;ZA8316014;;;;Dr JS Moroka;ZA8316;Nkangala;ZA831;Mpumalanga;ZA8;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;MP;DC31;MP316;11,79654164
15;ZA8316015;;;;Dr JS Moroka;ZA8316;Nkangala;ZA831;Mpumalanga;ZA8;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;MP;DC31;MP316;203,7984903
16;ZA8316016;;;;Dr JS Moroka;ZA8316;Nkangala;ZA831;Mpumalanga;ZA8;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;MP;DC31;MP316;4,951666866
17;ZA8316017;;;;Dr JS Moroka;ZA8316;Nkangala;ZA831;Mpumalanga;ZA8;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;MP;DC31;MP316;26,44059976
18;ZA8316018;;;;Dr JS Moroka;ZA8316;Nkangala;ZA831;Mpumalanga;ZA8;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;MP;DC31;MP316;8,191152559
19;ZA8316019;;;;Dr JS Moroka;ZA8316;Nkangala;ZA831;Mpumalanga;ZA8;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;MP;DC31;MP316;26,81893417
30;ZA8316030;;;;Dr JS Moroka;ZA8316;Nkangala;ZA831;Mpumalanga;ZA8;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;MP;DC31;MP316;65,50385871
31;ZA8316031;;;;Dr JS Moroka;ZA8316;Nkangala;ZA831;Mpumalanga;ZA8;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;MP;DC31;MP316;39,98019142
1;ZA8321001;;;;Thaba Chweu;ZA8321;Ehlanzeni;ZA832;Mpumalanga;ZA8;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;MP;DC32;MP321;0,488362302
3;ZA8321003;;;;Thaba Chweu;ZA8321;Ehlanzeni;ZA832;Mpumalanga;ZA8;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;MP;DC32;MP321;1,073433119
4;ZA8321004;;;;Thaba Chweu;ZA8321;Ehlanzeni;ZA832;Mpumalanga;ZA8;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;MP;DC32;MP321;1234,399696
5;ZA8321005;;;;Thaba Chweu;ZA8321;Ehlanzeni;ZA832;Mpumalanga;ZA8;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;MP;DC32;MP321;1283,936407
6;ZA8321006;;;;Thaba Chweu;ZA8321;Ehlanzeni;ZA832;Mpumalanga;ZA8;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;MP;DC32;MP321;9,523808096
7;ZA8321007;;;;Thaba Chweu;ZA8321;Ehlanzeni;ZA832;Mpumalanga;ZA8;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;MP;DC32;MP321;7,066538425
8;ZA8321008;;;;Thaba Chweu;ZA8321;Ehlanzeni;ZA832;Mpumalanga;ZA8;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;MP;DC32;MP321;193,1547095
9;ZA8321009;;;;Thaba Chweu;ZA8321;Ehlanzeni;ZA832;Mpumalanga;ZA8;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;MP;DC32;MP321;39,11339667
3;ZA3064003;;;;Kamiesberg;ZA3064;Namakwa;ZA306;Nothern Cape;ZA3;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;NC;DC6;NC064;318,697576
4;ZA3064004;;;;Kamiesberg;ZA3064;Namakwa;ZA306;Nothern Cape;ZA3;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;NC;DC6;NC064;5976,526602
1;ZA3065001;;;;Hantam;ZA3065;Namakwa;ZA306;Nothern Cape;ZA3;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;NC;DC6;NC065;35,06726945
2;ZA3065002;;;;Hantam;ZA3065;Namakwa;ZA306;Nothern Cape;ZA3;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;NC;DC6;NC065;4,015364344
3;ZA3065003;;;;Hantam;ZA3065;Namakwa;ZA306;Nothern Cape;ZA3;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;NC;DC6;NC065;16931,03922
4;ZA3065004;;;;Hantam;ZA3065;Namakwa;ZA306;Nothern Cape;ZA3;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;NC;DC6;NC065;12017,63359
5;ZA3065005;;;;Hantam;ZA3065;Namakwa;ZA306;Nothern Cape;ZA3;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;NC;DC6;NC065;10096,95205
1;ZA3066001;;;;Karoo Hoogland;ZA3066;Namakwa;ZA306;Nothern Cape;ZA3;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;NC;DC6;NC066;50,76797136
2;ZA3066002;;;;Karoo Hoogland;ZA3066;Namakwa;ZA306;Nothern Cape;ZA3;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;NC;DC6;NC066;80,89263589
10;ZA3094010;;;;Phokwane;ZA3094;Frances Baard;ZA309;Nothern Cape;ZA3;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;NC;DC9;NC094;54,1384133
1;ZA3451001;;;;Joe Morolong;ZA3451;John Taolo Gaetsewe;ZA345;Nothern Cape;ZA3;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;NC;DC45;NC451;2389,415823
2;ZA3451002;;;;Joe Morolong;ZA3451;John Taolo Gaetsewe;ZA345;Nothern Cape;ZA3;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;NC;DC45;NC451;1002,379344
3;ZA3451003;;;;Joe Morolong;ZA3451;John Taolo Gaetsewe;ZA345;Nothern Cape;ZA3;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;NC;DC45;NC451;1066,448984
4;ZA3451004;;;;Joe Morolong;ZA3451;John Taolo Gaetsewe;ZA345;Nothern Cape;ZA3;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;NC;DC45;NC451;10743,81301
5;ZA3451005;;;;Joe Morolong;ZA3451;John Taolo Gaetsewe;ZA345;Nothern Cape;ZA3;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;NC;DC45;NC451;261,2610827
66;ZA1910066;;;;City of Cape Town;ZA1910;City of Cape Town;ZA191;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;CPT;CPT;4,940812959
101;ZA1910101;;;;City of Cape Town;ZA1910;City of Cape Town;ZA191;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;CPT;CPT;4,194115882
102;ZA1910102;;;;City of Cape Town;ZA1910;City of Cape Town;ZA191;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;CPT;CPT;10,99631682
103;ZA1910103;;;;City of Cape Town;ZA1910;City of Cape Town;ZA191;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;CPT;CPT;12,35050529
104;ZA1910104;;;;City of Cape Town;ZA1910;City of Cape Town;ZA191;Western Cape;ZA1;South Africa;ZA;2018-12-27 00:00:00;2020-11-09 00:00:00;;WC;CPT;CPT;32,27205876
